File,Cleaned_file
Sound736,1045_TAI_FEA_XX
Sound737,1045_TAI_FEA_XX
Sound738,1045_TAI_FEA_XX
Sound739,1004_IWL_SAD_XX
Sound740,1004_IWL_SAD_XX
Sound741,1004_IWL_SAD_XX
Sound742,1004_ITH_SAD_XX
Sound743,1004_ITH_SAD_XX
Sound744,1004_ITH_SAD_XX
Sound745,1050_ITS_FEA_XX
Sound746,1050_ITS_FEA_XX
Sound747,1050_ITS_FEA_XX
Sound748,1047_IWL_ANG_XX
Sound749,1047_IWL_ANG_XX
Sound750,1047_IWL_ANG_XX
Sound751,1051_DFA_ANG_XX
Sound752,1051_DFA_ANG_XX
Sound753,1051_DFA_ANG_XX
Sound754,1061_IEO_ANG_LO
Sound755,1061_IEO_ANG_LO
Sound756,1061_IEO_ANG_LO
Sound757,1086_TSI_HAP_XX
Sound758,1086_TSI_HAP_XX
Sound759,1086_TSI_HAP_XX
Sound760,1067_IOM_ANG_XX
Sound761,1067_IOM_ANG_XX
Sound762,1067_IOM_ANG_XX
Sound763,1022_TAI_ANG_XX
Sound764,1022_TAI_ANG_XX
Sound765,1022_TAI_ANG_XX
Sound766,1026_MTI_NEU_XX
Sound767,1026_MTI_NEU_XX
Sound768,1026_MTI_NEU_XX
Sound769,1010_TSI_ANG_XX
Sound770,1010_TSI_ANG_XX
Sound771,1010_TSI_ANG_XX
Sound772,1028_TSI_NEU_XX
Sound773,1028_TSI_NEU_XX
Sound774,1028_TSI_NEU_XX
Sound775,1087_IEO_HAP_MD
Sound776,1087_IEO_HAP_MD
Sound777,1087_IEO_HAP_MD
Sound778,1027_TIE_NEU_XX
Sound779,1027_TIE_NEU_XX
Sound780,1027_TIE_NEU_XX
Sound781,1033_ITS_HAP_XX
Sound782,1033_ITS_HAP_XX
Sound783,1033_ITS_HAP_XX
Sound784,1040_ITH_DIS_XX
Sound785,1040_ITH_DIS_XX
Sound786,1040_ITH_DIS_XX
Sound787,1020_IEO_SAD_LO
Sound788,1020_IEO_SAD_LO
Sound789,1020_IEO_SAD_LO
Sound790,1034_IOM_HAP_XX
Sound791,1034_IOM_HAP_XX
Sound792,1034_IOM_HAP_XX
Sound793,1023_WSI_HAP_XX
Sound794,1023_WSI_HAP_XX
Sound795,1023_WSI_HAP_XX
Sound796,1002_WSI_HAP_XX
Sound797,1002_WSI_HAP_XX
Sound798,1002_WSI_HAP_XX
Sound799,1073_TAI_FEA_XX
Sound800,1073_TAI_FEA_XX
Sound801,1073_TAI_FEA_XX
Sound802,1003_IEO_FEA_MD
Sound803,1003_IEO_FEA_MD
Sound804,1003_IEO_FEA_MD
Sound805,1024_IEO_DIS_MD
Sound806,1024_IEO_DIS_MD
Sound807,1024_IEO_DIS_MD
Sound808,1053_TSI_SAD_XX
Sound809,1053_TSI_SAD_XX
Sound810,1053_TSI_SAD_XX
Sound811,1055_IEO_ANG_HI
Sound812,1055_IEO_ANG_HI
Sound813,1055_IEO_ANG_HI
Sound814,1006_IWL_NEU_XX
Sound815,1006_IWL_NEU_XX
Sound816,1006_IWL_NEU_XX
Sound817,1001_TSI_ANG_XX
Sound818,1001_TSI_ANG_XX
Sound819,1001_TSI_ANG_XX
Sound820,1055_IEO_SAD_MD
Sound821,1055_IEO_SAD_MD
Sound822,1055_IEO_SAD_MD
Sound823,1050_IOM_HAP_XX
Sound824,1050_IOM_HAP_XX
Sound825,1050_IOM_HAP_XX
Sound826,1007_TAI_NEU_XX
Sound827,1007_TAI_NEU_XX
Sound828,1007_TAI_NEU_XX
Sound829,1047_IEO_HAP_HI
Sound830,1047_IEO_HAP_HI
Sound831,1047_IEO_HAP_HI
Sound832,1009_IWL_ANG_XX
Sound833,1009_IWL_ANG_XX
Sound834,1009_IWL_ANG_XX
Sound835,1076_WSI_DIS_XX
Sound836,1076_WSI_DIS_XX
Sound837,1076_WSI_DIS_XX
Sound838,1032_DFA_ANG_XX
Sound839,1032_DFA_ANG_XX
Sound840,1032_DFA_ANG_XX
Sound841,1067_IOM_SAD_XX
Sound842,1067_IOM_SAD_XX
Sound843,1067_IOM_SAD_XX
Sound844,1055_IEO_HAP_LO
Sound845,1055_IEO_HAP_LO
Sound846,1055_IEO_HAP_LO
Sound847,1078_IWW_HAP_XX
Sound848,1078_IWW_HAP_XX
Sound849,1078_IWW_HAP_XX
Sound850,1042_IEO_ANG_MD
Sound851,1042_IEO_ANG_MD
Sound852,1042_IEO_ANG_MD
Sound853,1028_TAI_HAP_XX
Sound854,1028_TAI_HAP_XX
Sound855,1028_TAI_HAP_XX
Sound856,1034_TIE_SAD_XX
Sound857,1034_TIE_SAD_XX
Sound858,1034_TIE_SAD_XX
Sound859,1003_TAI_HAP_XX
Sound860,1003_TAI_HAP_XX
Sound861,1003_TAI_HAP_XX
Sound862,1090_MTI_HAP_XX
Sound863,1090_MTI_HAP_XX
Sound864,1090_MTI_HAP_XX
Sound865,1056_IEO_FEA_MD
Sound866,1056_IEO_FEA_MD
Sound867,1056_IEO_FEA_MD
Sound868,1069_IWW_HAP_XX
Sound869,1069_IWW_HAP_XX
Sound870,1069_IWW_HAP_XX
Sound871,1069_DFA_NEU_XX
Sound872,1069_DFA_NEU_XX
Sound873,1069_DFA_NEU_XX
Sound874,1064_TSI_SAD_XX
Sound875,1064_TSI_SAD_XX
Sound876,1064_TSI_SAD_XX
Sound877,1038_IWL_NEU_XX
Sound878,1038_IWL_NEU_XX
Sound879,1038_IWL_NEU_XX
Sound880,1038_IEO_DIS_LO
Sound881,1038_IEO_DIS_LO
Sound882,1038_IEO_DIS_LO
Sound883,1075_IEO_ANG_HI
Sound884,1075_IEO_ANG_HI
Sound885,1075_IEO_ANG_HI
Sound886,1088_IEO_SAD_MD
Sound887,1088_IEO_SAD_MD
Sound888,1088_IEO_SAD_MD
Sound889,1067_TSI_SAD_XX
Sound890,1067_TSI_SAD_XX
Sound891,1067_TSI_SAD_XX
Sound892,1040_IEO_SAD_MD
Sound893,1040_IEO_SAD_MD
Sound894,1040_IEO_SAD_MD
Sound895,1064_IEO_NEU_XX
Sound896,1064_IEO_NEU_XX
Sound897,1064_IEO_NEU_XX
Sound898,1004_TAI_SAD_XX
Sound899,1004_TAI_SAD_XX
Sound900,1004_TAI_SAD_XX
Sound901,1040_ITS_SAD_XX
Sound902,1040_ITS_SAD_XX
Sound903,1040_ITS_SAD_XX
Sound904,1050_IOM_DIS_XX
Sound905,1050_IOM_DIS_XX
Sound906,1050_IOM_DIS_XX
Sound907,1028_ITS_DIS_XX
Sound908,1028_ITS_DIS_XX
Sound909,1028_ITS_DIS_XX
Sound910,1044_DFA_HAP_XX
Sound911,1044_DFA_HAP_XX
Sound912,1044_DFA_HAP_XX
Sound913,1024_IEO_HAP_LO
Sound914,1024_IEO_HAP_LO
Sound915,1024_IEO_HAP_LO
Sound916,1023_TIE_HAP_XX
Sound917,1023_TIE_HAP_XX
Sound918,1023_TIE_HAP_XX
Sound919,1017_DFA_ANG_XX
Sound920,1017_DFA_ANG_XX
Sound921,1017_DFA_ANG_XX
Sound922,1007_IOM_FEA_XX
Sound923,1007_IOM_FEA_XX
Sound924,1007_IOM_FEA_XX
Sound925,1050_IEO_SAD_MD
Sound926,1050_IEO_SAD_MD
Sound927,1050_IEO_SAD_MD
Sound928,1004_IEO_SAD_HI
Sound929,1004_IEO_SAD_HI
Sound930,1004_IEO_SAD_HI
Sound931,1084_IEO_DIS_HI
Sound932,1084_IEO_DIS_HI
Sound933,1084_IEO_DIS_HI
Sound934,1003_IWW_HAP_XX
Sound935,1003_IWW_HAP_XX
Sound936,1003_IWW_HAP_XX
Sound937,1013_IEO_SAD_HI
Sound938,1013_IEO_SAD_HI
Sound939,1013_IEO_SAD_HI
Sound940,1034_IWL_NEU_XX
Sound941,1034_IWL_NEU_XX
Sound942,1034_IWL_NEU_XX
Sound943,1028_IWL_ANG_XX
Sound944,1028_IWL_ANG_XX
Sound945,1028_IWL_ANG_XX
Sound946,1052_MTI_NEU_XX
Sound947,1052_MTI_NEU_XX
Sound948,1052_MTI_NEU_XX
Sound949,1065_IOM_ANG_XX
Sound950,1065_IOM_ANG_XX
Sound951,1065_IOM_ANG_XX
Sound952,1001_IEO_FEA_HI
Sound953,1001_IEO_FEA_HI
Sound954,1001_IEO_FEA_HI
Sound955,1016_DFA_HAP_XX
Sound956,1016_DFA_HAP_XX
Sound957,1016_DFA_HAP_XX
Sound958,1069_ITH_ANG_XX
Sound959,1069_ITH_ANG_XX
Sound960,1069_ITH_ANG_XX
Sound961,1050_IEO_SAD_LO
Sound962,1050_IEO_SAD_LO
Sound963,1050_IEO_SAD_LO
Sound964,1058_IEO_DIS_MD
Sound965,1058_IEO_DIS_MD
Sound966,1058_IEO_DIS_MD
Sound967,1091_IWL_HAP_XX
Sound968,1091_IWL_HAP_XX
Sound969,1091_IWL_HAP_XX
Sound970,1020_ITH_HAP_XX
Sound971,1020_ITH_HAP_XX
Sound972,1020_ITH_HAP_XX
Sound973,1040_IWL_ANG_XX
Sound974,1040_IWL_ANG_XX
Sound975,1040_IWL_ANG_XX
Sound976,1067_IWW_DIS_XX
Sound977,1067_IWW_DIS_XX
Sound978,1067_IWW_DIS_XX
Sound979,1006_IWW_DIS_XX
Sound980,1006_IWW_DIS_XX
Sound981,1006_IWW_DIS_XX
Sound982,1028_IEO_HAP_LO
Sound983,1028_IEO_HAP_LO
Sound984,1028_IEO_HAP_LO
Sound985,1054_IEO_SAD_MD
Sound986,1054_IEO_SAD_MD
Sound987,1054_IEO_SAD_MD
Sound988,1007_IWW_FEA_XX
Sound989,1007_IWW_FEA_XX
Sound990,1007_IWW_FEA_XX
Sound991,1025_IOM_ANG_XX
Sound992,1025_IOM_ANG_XX
Sound993,1025_IOM_ANG_XX
Sound994,1083_IWL_HAP_XX
Sound995,1083_IWL_HAP_XX
Sound996,1083_IWL_HAP_XX
Sound997,1025_IEO_FEA_HI
Sound998,1025_IEO_FEA_HI
Sound999,1025_IEO_FEA_HI
Sound1000,1064_IOM_DIS_XX
Sound1001,1064_IOM_DIS_XX
Sound1002,1064_IOM_DIS_XX
Sound1003,1069_ITH_SAD_XX
Sound1004,1069_ITH_SAD_XX
Sound1005,1069_ITH_SAD_XX
Sound1006,1050_TIE_DIS_XX
Sound1007,1050_TIE_DIS_XX
Sound1008,1050_TIE_DIS_XX
Sound1009,1016_TSI_HAP_XX
Sound1010,1016_TSI_HAP_XX
Sound1011,1016_TSI_HAP_XX
Sound1012,1034_IEO_ANG_HI
Sound1013,1034_IEO_ANG_HI
Sound1014,1034_IEO_ANG_HI
Sound1015,1007_TIE_ANG_XX
Sound1016,1007_TIE_ANG_XX
Sound1017,1007_TIE_ANG_XX
Sound1018,1038_IEO_ANG_MD
Sound1019,1038_IEO_ANG_MD
Sound1020,1038_IEO_ANG_MD
Sound1021,1042_IOM_NEU_XX
Sound1022,1042_IOM_NEU_XX
Sound1023,1042_IOM_NEU_XX
Sound1024,1058_TAI_NEU_XX
Sound1025,1058_TAI_NEU_XX
Sound1026,1058_TAI_NEU_XX
Sound1027,1044_WSI_FEA_XX
Sound1028,1044_WSI_FEA_XX
Sound1029,1044_WSI_FEA_XX
Sound1030,1051_DFA_HAP_XX
Sound1031,1051_DFA_HAP_XX
Sound1032,1051_DFA_HAP_XX
Sound1033,1084_ITH_FEA_XX
Sound1034,1084_ITH_FEA_XX
Sound1035,1084_ITH_FEA_XX
Sound1036,1058_TSI_ANG_XX
Sound1037,1058_TSI_ANG_XX
Sound1038,1058_TSI_ANG_XX
Sound1039,1020_DFA_ANG_XX
Sound1040,1020_DFA_ANG_XX
Sound1041,1020_DFA_ANG_XX
Sound1042,1062_IWL_HAP_XX
Sound1043,1062_IWL_HAP_XX
Sound1044,1062_IWL_HAP_XX
Sound1045,1030_IOM_DIS_XX
Sound1046,1030_IOM_DIS_XX
Sound1047,1030_IOM_DIS_XX
Sound1048,1024_IWL_NEU_XX
Sound1049,1024_IWL_NEU_XX
Sound1050,1024_IWL_NEU_XX
Sound1051,1016_MTI_FEA_XX
Sound1052,1016_MTI_FEA_XX
Sound1053,1016_MTI_FEA_XX
Sound1054,1087_TSI_HAP_XX
Sound1055,1087_TSI_HAP_XX
Sound1056,1087_TSI_HAP_XX
Sound1057,1055_TSI_NEU_XX
Sound1058,1055_TSI_NEU_XX
Sound1059,1055_TSI_NEU_XX
Sound1060,1028_ITS_HAP_XX
Sound1061,1028_ITS_HAP_XX
Sound1062,1028_ITS_HAP_XX
Sound1063,1023_TAI_HAP_XX
Sound1064,1023_TAI_HAP_XX
Sound1065,1023_TAI_HAP_XX
Sound1066,1020_IOM_SAD_XX
Sound1067,1020_IOM_SAD_XX
Sound1068,1020_IOM_SAD_XX
Sound1069,1024_IEO_SAD_LO
Sound1070,1024_IEO_SAD_LO
Sound1071,1024_IEO_SAD_LO
Sound1072,1034_TSI_HAP_XX
Sound1073,1034_TSI_HAP_XX
Sound1074,1034_TSI_HAP_XX
Sound1075,1034_WSI_NEU_XX
Sound1076,1034_WSI_NEU_XX
Sound1077,1034_WSI_NEU_XX
Sound1078,1043_IWW_ANG_XX
Sound1079,1043_IWW_ANG_XX
Sound1080,1043_IWW_ANG_XX
Sound1081,1087_TSI_SAD_XX
Sound1082,1087_TSI_SAD_XX
Sound1083,1087_TSI_SAD_XX
Sound1084,1017_TIE_FEA_XX
Sound1085,1017_TIE_FEA_XX
Sound1086,1017_TIE_FEA_XX
Sound1087,1006_IOM_ANG_XX
Sound1088,1006_IOM_ANG_XX
Sound1089,1006_IOM_ANG_XX
Sound1090,1024_TSI_FEA_XX
Sound1091,1024_TSI_FEA_XX
Sound1092,1024_TSI_FEA_XX
Sound1093,1025_IEO_SAD_LO
Sound1094,1025_IEO_SAD_LO
Sound1095,1025_IEO_SAD_LO
Sound1096,1086_WSI_HAP_XX
Sound1097,1086_WSI_HAP_XX
Sound1098,1086_WSI_HAP_XX
Sound1099,1075_MTI_SAD_XX
Sound1100,1075_MTI_SAD_XX
Sound1101,1075_MTI_SAD_XX
Sound1102,1064_IWL_FEA_XX
Sound1103,1064_IWL_FEA_XX
Sound1104,1064_IWL_FEA_XX
Sound1105,1023_IEO_FEA_HI
Sound1106,1023_IEO_FEA_HI
Sound1107,1023_IEO_FEA_HI
Sound1108,1050_IOM_SAD_XX
Sound1109,1050_IOM_SAD_XX
Sound1110,1050_IOM_SAD_XX
Sound1111,1043_TAI_SAD_XX
Sound1112,1043_TAI_SAD_XX
Sound1113,1043_TAI_SAD_XX
Sound1114,1067_IEO_NEU_XX
Sound1115,1067_IEO_NEU_XX
Sound1116,1067_IEO_NEU_XX
Sound1117,1049_IWL_HAP_XX
Sound1118,1049_IWL_HAP_XX
Sound1119,1049_IWL_HAP_XX
Sound1120,1077_IWW_HAP_XX
Sound1121,1077_IWW_HAP_XX
Sound1122,1077_IWW_HAP_XX
Sound1123,1028_TSI_DIS_XX
Sound1124,1028_TSI_DIS_XX
Sound1125,1028_TSI_DIS_XX
Sound1126,1024_DFA_FEA_XX
Sound1127,1024_DFA_FEA_XX
Sound1128,1024_DFA_FEA_XX
Sound1129,1055_DFA_ANG_XX
Sound1130,1055_DFA_ANG_XX
Sound1131,1055_DFA_ANG_XX
Sound1132,1074_ITS_FEA_XX
Sound1133,1074_ITS_FEA_XX
Sound1134,1074_ITS_FEA_XX
Sound1135,1052_WSI_DIS_XX
Sound1136,1052_WSI_DIS_XX
Sound1137,1052_WSI_DIS_XX
Sound1138,1028_IEO_DIS_HI
Sound1139,1028_IEO_DIS_HI
Sound1140,1028_IEO_DIS_HI
Sound1141,1032_IEO_HAP_LO
Sound1142,1032_IEO_HAP_LO
Sound1143,1032_IEO_HAP_LO
Sound1144,1006_TIE_ANG_XX
Sound1145,1006_TIE_ANG_XX
Sound1146,1006_TIE_ANG_XX
Sound1147,1013_WSI_FEA_XX
Sound1148,1013_WSI_FEA_XX
Sound1149,1013_WSI_FEA_XX
Sound1150,1006_IEO_HAP_LO
Sound1151,1006_IEO_HAP_LO
Sound1152,1006_IEO_HAP_LO
Sound1153,1073_TSI_DIS_XX
Sound1154,1073_TSI_DIS_XX
Sound1155,1073_TSI_DIS_XX
Sound1156,1055_ITS_HAP_XX
Sound1157,1055_ITS_HAP_XX
Sound1158,1055_ITS_HAP_XX
Sound1159,1030_TSI_HAP_XX
Sound1160,1030_TSI_HAP_XX
Sound1161,1030_TSI_HAP_XX
Sound1162,1055_ITH_NEU_XX
Sound1163,1055_ITH_NEU_XX
Sound1164,1055_ITH_NEU_XX
Sound1165,1024_TSI_HAP_XX
Sound1166,1024_TSI_HAP_XX
Sound1167,1024_TSI_HAP_XX
Sound1168,1028_MTI_ANG_XX
Sound1169,1028_MTI_ANG_XX
Sound1170,1028_MTI_ANG_XX
Sound1171,1013_ITS_ANG_XX
Sound1172,1013_ITS_ANG_XX
Sound1173,1013_ITS_ANG_XX
Sound1174,1036_IEO_FEA_LO
Sound1175,1036_IEO_FEA_LO
Sound1176,1036_IEO_FEA_LO
Sound1177,1039_ITS_DIS_XX
Sound1178,1039_ITS_DIS_XX
Sound1179,1039_ITS_DIS_XX
Sound1180,1082_IEO_DIS_LO
Sound1181,1082_IEO_DIS_LO
Sound1182,1082_IEO_DIS_LO
Sound1183,1079_IWL_SAD_XX
Sound1184,1079_IWL_SAD_XX
Sound1185,1079_IWL_SAD_XX
Sound1186,1063_ITH_ANG_XX
Sound1187,1063_ITH_ANG_XX
Sound1188,1063_ITH_ANG_XX
Sound1189,1058_MTI_SAD_XX
Sound1190,1058_MTI_SAD_XX
Sound1191,1058_MTI_SAD_XX
Sound1192,1012_IEO_HAP_MD
Sound1193,1012_IEO_HAP_MD
Sound1194,1012_IEO_HAP_MD
Sound1195,1016_IWW_DIS_XX
Sound1196,1016_IWW_DIS_XX
Sound1197,1016_IWW_DIS_XX
Sound1198,1051_IWL_HAP_XX
Sound1199,1051_IWL_HAP_XX
Sound1200,1051_IWL_HAP_XX
Sound1201,1028_IEO_DIS_MD
Sound1202,1028_IEO_DIS_MD
Sound1203,1028_IEO_DIS_MD
Sound1204,1003_IWL_DIS_XX
Sound1205,1003_IWL_DIS_XX
Sound1206,1003_IWL_DIS_XX
Sound1207,1084_TAI_DIS_XX
Sound1208,1084_TAI_DIS_XX
Sound1209,1084_TAI_DIS_XX
Sound1210,1028_IEO_HAP_MD
Sound1211,1028_IEO_HAP_MD
Sound1212,1028_IEO_HAP_MD
Sound1213,1005_TAI_HAP_XX
Sound1214,1005_TAI_HAP_XX
Sound1215,1005_TAI_HAP_XX
Sound1216,1063_IOM_NEU_XX
Sound1217,1063_IOM_NEU_XX
Sound1218,1063_IOM_NEU_XX
Sound1219,1024_IEO_ANG_HI
Sound1220,1024_IEO_ANG_HI
Sound1221,1024_IEO_ANG_HI
Sound1222,1065_ITH_DIS_XX
Sound1223,1065_ITH_DIS_XX
Sound1224,1065_ITH_DIS_XX
Sound1225,1079_ITS_DIS_XX
Sound1226,1079_ITS_DIS_XX
Sound1227,1079_ITS_DIS_XX
Sound1228,1057_IEO_SAD_MD
Sound1229,1057_IEO_SAD_MD
Sound1230,1057_IEO_SAD_MD
Sound1231,1028_DFA_NEU_XX
Sound1232,1028_DFA_NEU_XX
Sound1233,1028_DFA_NEU_XX
Sound1234,1020_ITH_ANG_XX
Sound1235,1020_ITH_ANG_XX
Sound1236,1020_ITH_ANG_XX
Sound1237,1088_TSI_HAP_XX
Sound1238,1088_TSI_HAP_XX
Sound1239,1088_TSI_HAP_XX
Sound1240,1055_WSI_HAP_XX
Sound1241,1055_WSI_HAP_XX
Sound1242,1055_WSI_HAP_XX
Sound1243,1044_IEO_DIS_LO
Sound1244,1044_IEO_DIS_LO
Sound1245,1044_IEO_DIS_LO
Sound1246,1077_IWL_ANG_XX
Sound1247,1077_IWL_ANG_XX
Sound1248,1077_IWL_ANG_XX
Sound1249,1087_MTI_NEU_XX
Sound1250,1087_MTI_NEU_XX
Sound1251,1087_MTI_NEU_XX
Sound1252,1055_MTI_HAP_XX
Sound1253,1055_MTI_HAP_XX
Sound1254,1055_MTI_HAP_XX
Sound1255,1051_IWW_ANG_XX
Sound1256,1051_IWW_ANG_XX
Sound1257,1051_IWW_ANG_XX
Sound1258,1073_TIE_FEA_XX
Sound1259,1073_TIE_FEA_XX
Sound1260,1073_TIE_FEA_XX
Sound1261,1003_IEO_DIS_MD
Sound1262,1003_IEO_DIS_MD
Sound1263,1003_IEO_DIS_MD
Sound1264,1037_IEO_HAP_LO
Sound1265,1037_IEO_HAP_LO
Sound1266,1037_IEO_HAP_LO
Sound1267,1024_ITH_HAP_XX
Sound1268,1024_ITH_HAP_XX
Sound1269,1024_ITH_HAP_XX
Sound1270,1016_IEO_NEU_XX
Sound1271,1016_IEO_NEU_XX
Sound1272,1016_IEO_NEU_XX
Sound1273,1025_IEO_NEU_XX
Sound1274,1025_IEO_NEU_XX
Sound1275,1025_IEO_NEU_XX
Sound1276,1030_IEO_HAP_HI
Sound1277,1030_IEO_HAP_HI
Sound1278,1030_IEO_HAP_HI
Sound1279,1088_IEO_DIS_LO
Sound1280,1088_IEO_DIS_LO
Sound1281,1088_IEO_DIS_LO
Sound1282,1002_WSI_NEU_XX
Sound1283,1002_WSI_NEU_XX
Sound1284,1002_WSI_NEU_XX
Sound1285,1044_ITS_DIS_XX
Sound1286,1044_ITS_DIS_XX
Sound1287,1044_ITS_DIS_XX
Sound1288,1006_IWW_FEA_XX
Sound1289,1006_IWW_FEA_XX
Sound1290,1006_IWW_FEA_XX
Sound1291,1087_TAI_FEA_XX
Sound1292,1087_TAI_FEA_XX
Sound1293,1087_TAI_FEA_XX
Sound1294,1034_DFA_FEA_XX
Sound1295,1034_DFA_FEA_XX
Sound1296,1034_DFA_FEA_XX
Sound1297,1028_IWL_NEU_XX
Sound1298,1028_IWL_NEU_XX
Sound1299,1028_IWL_NEU_XX
Sound1300,1050_TAI_NEU_XX
Sound1301,1050_TAI_NEU_XX
Sound1302,1050_TAI_NEU_XX
Sound1303,1019_MTI_DIS_XX
Sound1304,1019_MTI_DIS_XX
Sound1305,1019_MTI_DIS_XX
Sound1306,1001_TAI_NEU_XX
Sound1307,1001_TAI_NEU_XX
Sound1308,1001_TAI_NEU_XX
Sound1309,1055_IEO_FEA_MD
Sound1310,1055_IEO_FEA_MD
Sound1311,1055_IEO_FEA_MD
Sound1312,1089_TIE_ANG_XX
Sound1313,1089_TIE_ANG_XX
Sound1314,1089_TIE_ANG_XX
Sound1315,1034_DFA_NEU_XX
Sound1316,1034_DFA_NEU_XX
Sound1317,1034_DFA_NEU_XX
Sound1318,1034_IOM_SAD_XX
Sound1319,1034_IOM_SAD_XX
Sound1320,1034_IOM_SAD_XX
Sound1321,1086_TIE_FEA_XX
Sound1322,1086_TIE_FEA_XX
Sound1323,1086_TIE_FEA_XX
Sound1324,1017_TIE_HAP_XX
Sound1325,1017_TIE_HAP_XX
Sound1326,1017_TIE_HAP_XX
Sound1327,1035_IOM_SAD_XX
Sound1328,1035_IOM_SAD_XX
Sound1329,1035_IOM_SAD_XX
Sound1330,1007_ITS_NEU_XX
Sound1331,1007_ITS_NEU_XX
Sound1332,1007_ITS_NEU_XX
Sound1333,1089_IWL_SAD_XX
Sound1334,1089_IWL_SAD_XX
Sound1335,1089_IWL_SAD_XX
Sound1336,1020_IOM_NEU_XX
Sound1337,1020_IOM_NEU_XX
Sound1338,1020_IOM_NEU_XX
Sound1339,1044_IWW_FEA_XX
Sound1340,1044_IWW_FEA_XX
Sound1341,1044_IWW_FEA_XX
Sound1342,1055_IEO_DIS_LO
Sound1343,1055_IEO_DIS_LO
Sound1344,1055_IEO_DIS_LO
Sound1345,1082_IWL_SAD_XX
Sound1346,1082_IWL_SAD_XX
Sound1347,1082_IWL_SAD_XX
Sound1348,1050_IWL_ANG_XX
Sound1349,1050_IWL_ANG_XX
Sound1350,1050_IWL_ANG_XX
Sound1351,1073_IEO_DIS_MD
Sound1352,1073_IEO_DIS_MD
Sound1353,1073_IEO_DIS_MD
Sound1354,1065_TIE_HAP_XX
Sound1355,1065_TIE_HAP_XX
Sound1356,1065_TIE_HAP_XX
Sound1357,1075_TAI_SAD_XX
Sound1358,1075_TAI_SAD_XX
Sound1359,1075_TAI_SAD_XX
Sound1360,1044_TSI_HAP_XX
Sound1361,1044_TSI_HAP_XX
Sound1362,1044_TSI_HAP_XX
Sound1363,1016_IEO_ANG_MD
Sound1364,1016_IEO_ANG_MD
Sound1365,1016_IEO_ANG_MD
Sound1366,1030_ITH_NEU_XX
Sound1367,1030_ITH_NEU_XX
Sound1368,1030_ITH_NEU_XX
Sound1369,1084_WSI_ANG_XX
Sound1370,1084_WSI_ANG_XX
Sound1371,1084_WSI_ANG_XX
Sound1372,1021_IEO_FEA_MD
Sound1373,1021_IEO_FEA_MD
Sound1374,1021_IEO_FEA_MD
Sound1375,1020_MTI_SAD_XX
Sound1376,1020_MTI_SAD_XX
Sound1377,1020_MTI_SAD_XX
Sound1378,1067_TIE_NEU_XX
Sound1379,1067_TIE_NEU_XX
Sound1380,1067_TIE_NEU_XX
Sound1381,1059_WSI_HAP_XX
Sound1382,1059_WSI_HAP_XX
Sound1383,1059_WSI_HAP_XX
Sound1384,1040_IEO_ANG_MD
Sound1385,1040_IEO_ANG_MD
Sound1386,1040_IEO_ANG_MD
Sound1387,1055_TIE_DIS_XX
Sound1388,1055_TIE_DIS_XX
Sound1389,1055_TIE_DIS_XX
Sound1390,1028_ITS_SAD_XX
Sound1391,1028_ITS_SAD_XX
Sound1392,1028_ITS_SAD_XX
Sound1393,1061_IEO_SAD_MD
Sound1394,1061_IEO_SAD_MD
Sound1395,1061_IEO_SAD_MD
Sound1396,1055_DFA_DIS_XX
Sound1397,1055_DFA_DIS_XX
Sound1398,1055_DFA_DIS_XX
Sound1399,1089_WSI_DIS_XX
Sound1400,1089_WSI_DIS_XX
Sound1401,1089_WSI_DIS_XX
Sound1402,1055_IWW_HAP_XX
Sound1403,1055_IWW_HAP_XX
Sound1404,1055_IWW_HAP_XX
Sound1405,1049_IWW_FEA_XX
Sound1406,1049_IWW_FEA_XX
Sound1407,1049_IWW_FEA_XX
Sound1408,1028_IOM_ANG_XX
Sound1409,1028_IOM_ANG_XX
Sound1410,1028_IOM_ANG_XX
Sound1411,1072_TSI_HAP_XX
Sound1412,1072_TSI_HAP_XX
Sound1413,1072_TSI_HAP_XX
Sound1414,1087_IOM_SAD_XX
Sound1415,1087_IOM_SAD_XX
Sound1416,1087_IOM_SAD_XX
Sound1417,1006_TIE_DIS_XX
Sound1418,1006_TIE_DIS_XX
Sound1419,1006_TIE_DIS_XX
Sound1420,1087_ITH_NEU_XX
Sound1421,1087_ITH_NEU_XX
Sound1422,1087_ITH_NEU_XX
Sound1423,1056_IEO_HAP_LO
Sound1424,1056_IEO_HAP_LO
Sound1425,1056_IEO_HAP_LO
Sound1426,1020_IEO_FEA_LO
Sound1427,1020_IEO_FEA_LO
Sound1428,1020_IEO_FEA_LO
Sound1429,1026_IEO_DIS_LO
Sound1430,1026_IEO_DIS_LO
Sound1431,1026_IEO_DIS_LO
Sound1432,1006_ITS_SAD_XX
Sound1433,1006_ITS_SAD_XX
Sound1434,1006_ITS_SAD_XX
Sound1435,1009_TIE_ANG_XX
Sound1436,1009_TIE_ANG_XX
Sound1437,1009_TIE_ANG_XX
Sound1438,1024_DFA_HAP_XX
Sound1439,1024_DFA_HAP_XX
Sound1440,1024_DFA_HAP_XX
Sound1441,1020_IEO_HAP_MD
Sound1442,1020_IEO_HAP_MD
Sound1443,1020_IEO_HAP_MD
Sound1444,1020_MTI_DIS_XX
Sound1445,1020_MTI_DIS_XX
Sound1446,1020_MTI_DIS_XX
Sound1447,1030_IWW_SAD_XX
